City,Date,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Computed_AQI,Computed_AQI_Bucket,Year,Month,Season
aizawl,3/11/2020,31.96,46.85,4.56,2.82,0.62,5.92,26.79,52.62206897,Good,2020,3,Summer
aizawl,3/12/2020,31.68,39.45,4.25,1.36,0.55,4.82,25.82,52.14896552,Good,2020,3,Summer
aizawl,3/13/2020,37.83,46.36,4.46,0.99,0.56,0.23,29.21,62.54034483,Good,2020,3,Summer
aizawl,3/14/2020,43.16,50.8,4.55,1.09,0.58,0.51,29.08,71.5462069,Satisfactory,2020,3,Summer
aizawl,3/15/2020,33.93,41.32,4.63,0.37,0.47,0.46,28.55,55.95068966,Good,2020,3,Summer
aizawl,3/16/2020,26.29,33.68,4.74,2.67,0.49,12.27,23.74,43.81666667,Good,2020,3,Summer
aizawl,3/17/2020,27.8,37,4.82,2.1,0.49,6.07,24.55,46.33333333,Good,2020,3,Summer
aizawl,3/18/2020,31.88,41.85,5.09,1.56,0.46,8.81,23.46,52.48689655,Good,2020,3,Summer
aizawl,3/19/2020,44.29,54.39,5.29,1.39,0.48,10.18,23.52,73.45551724,Satisfactory,2020,3,Summer
aizawl,3/20/2020,34.78,43.19,5.35,0.83,0.49,6.39,25.02,57.38689655,Good,2020,3,Summer
aizawl,3/21/2020,51.11,59.77,5.58,0.86,0.5,8.06,23.86,84.97896552,Satisfactory,2020,3,Summer
aizawl,3/22/2020,33.22,40.42,5.41,0.13,0.35,5.67,18.48,54.75103448,Good,2020,3,Summer
aizawl,3/23/2020,36.05,42.6,5.67,0.18,0.33,5.8,20.32,59.53275862,Good,2020,3,Summer
aizawl,3/24/2020,48.53,57.91,6.17,0.15,0.37,5.67,20.32,80.61965517,Satisfactory,2020,3,Summer
aizawl,3/25/2020,52.36,61.48,6.8,0.19,0.43,6.46,25.78,87.09103448,Satisfactory,2020,3,Summer
aizawl,3/26/2020,54.48,62.37,6.81,0.14,0.42,5.92,25.45,90.67310345,Satisfactory,2020,3,Summer
aizawl,3/27/2020,44.32,53.6,7.37,0.11,0.4,6.44,28.73,73.5062069,Satisfactory,2020,3,Summer
aizawl,3/28/2020,51.67,60.72,7.71,0.4,0.44,8.91,29.74,85.92517241,Satisfactory,2020,3,Summer
aizawl,3/29/2020,34.28,41.58,7.81,0.13,0.35,7.82,28.53,56.54206897,Good,2020,3,Summer
aizawl,3/30/2020,38.72,47.32,7.65,0.27,0.42,7.46,29.02,64.04413793,Good,2020,3,Summer
aizawl,3/31/2020,28.19,35.2,7.93,0.28,0.39,6.82,31.11,46.98333333,Good,2020,3,Summer
aizawl,4/1/2020,40.04,50.95,8.08,0.24,0.46,5.98,32.95,66.27448276,Satisfactory,2020,4,Summer
aizawl,4/2/2020,35.86,48.32,8.37,0.26,0.39,9.59,32.36,59.21172414,Good,2020,4,Summer
aizawl,4/3/2020,29.06,38.75,8.26,0.22,0.28,10.9,23.19,48.43333333,Good,2020,4,Summer
aizawl,4/4/2020,24.53,42.69,8.21,0.28,0.26,10.69,22.07,42.69,Good,2020,4,Summer
aizawl,4/5/2020,26.31,33.1,8.78,0.08,0.31,6.03,26.05,43.85,Good,2020,4,Summer
aizawl,4/6/2020,35.72,44.95,8.52,0.16,0.32,7.86,25.08,58.97517241,Good,2020,4,Summer
aizawl,4/7/2020,33.05,42.19,8.78,0.32,0.29,13.6,22.72,54.4637931,Good,2020,4,Summer
aizawl,4/8/2020,24.86,31.93,8.69,0.2,0.27,9.7,23.56,41.43333333,Good,2020,4,Summer
aizawl,4/9/2020,39.29,46.03,7.68,0.32,0.39,7.42,23.33,65.00724138,Good,2020,4,Summer
aizawl,4/10/2020,37.8,45.47,4.53,0.14,0.41,5.66,28.08,62.48965517,Good,2020,4,Summer
aizawl,4/11/2020,29.18,34.97,4.77,0.18,0.37,7.01,30.04,48.63333333,Good,2020,4,Summer
aizawl,4/12/2020,22.03,28.16,4.56,0.12,0.28,8.21,26.24,36.71666667,Good,2020,4,Summer
aizawl,4/13/2020,28.3,33.45,5.32,0.41,0.36,10.79,28.56,47.16666667,Good,2020,4,Summer
aizawl,4/14/2020,46.57,50.07,5.68,0.47,0.47,4.01,31.25,77.30793103,Satisfactory,2020,4,Summer
aizawl,4/15/2020,40.02,48.62,5.71,0.53,0.42,0.83,30.15,66.24068966,Good,2020,4,Summer
aizawl,4/16/2020,22.89,28.62,5.55,0.34,0.28,0.98,23.54,38.15,Good,2020,4,Summer
aizawl,4/17/2020,13.53,18.77,5.4,0.38,0.21,2.59,14.39,22.55,Good,2020,4,Summer
aizawl,4/18/2020,18.67,24.71,6.08,0.24,0.24,1.38,17.85,31.11666667,Good,2020,4,Summer
aizawl,4/19/2020,9.51,14.54,6.47,0.11,0.22,1.49,19.35,15.85,Good,2020,4,Summer
aizawl,4/20/2020,10.44,19.98,6.8,0.97,0.26,10.27,19.22,19.98,Good,2020,4,Summer
aizawl,4/21/2020,9.46,21.64,6.63,0.86,0.27,10.14,16.54,21.64,Good,2020,4,Summer
aizawl,4/22/2020,8.44,11.31,6.63,0.37,0.24,2.22,15.83,14.06666667,Good,2020,4,Summer
aizawl,4/23/2020,10.22,14.39,6.98,0.28,0.26,1.97,16.66,17.03333333,Good,2020,4,Summer
aizawl,4/24/2020,5.79,10.19,6.8,0.36,0.21,1.5,12.4,10.5,Good,2020,4,Summer
aizawl,4/25/2020,2.73,5.57,7.47,0.21,0.19,0.71,16.98,9.5,Good,2020,4,Summer
aizawl,4/26/2020,2.3,4.23,6.97,0.15,0.18,1.23,12.44,9,Good,2020,4,Summer
aizawl,4/27/2020,5.58,10.11,7.2,0.3,0.25,0.39,18.08,12.5,Good,2020,4,Summer
aizawl,4/28/2020,3.66,7.79,6.99,0.2,0.26,6.342105263,16.84,13,Good,2020,4,Summer
aizawl,4/29/2020,3.85,6.86,7.25,0.19,0.22,6.342105263,15.39,11,Good,2020,4,Summer
aizawl,4/30/2020,5.05,9.14,6.55,0.34,0.24,1.74,14.53,12,Good,2020,4,Summer
aizawl,5/1/2020,7.81,13.23,6.49,0.38,0.3,1.62,18.44,15,Good,2020,5,Summer
aizawl,5/2/2020,8.32,12.99,6.45,0.25,0.27,0.08,16.55,13.86666667,Good,2020,5,Summer
aizawl,5/3/2020,5.51,10,6.44,0.08,0.19,2.176896552,14.58,10,Good,2020,5,Summer
aizawl,5/4/2020,6.68,12.19,6.97,0.24,0.23,0.58,15.78,12.19,Good,2020,5,Summer
aizawl,5/5/2020,9.86,14.67,7.62,0.27,0.27,0.21,18.87,16.43333333,Good,2020,5,Summer
aizawl,5/6/2020,6.09,8.43,7.37,0.75,0.24,4.14,15.1,12,Good,2020,5,Summer
aizawl,5/7/2020,4.28,7.36,8.08,0.2,0.27,0.24,19.83,13.5,Good,2020,5,Summer
aizawl,5/8/2020,13.74,17.82,8.54,0.52,0.32,3.99,22.53,22.9,Good,2020,5,Summer
aizawl,5/9/2020,13.36,19.1,8.61,0.36,0.37,0.29,28.28,22.26666667,Good,2020,5,Summer
aizawl,5/10/2020,16.12,20.39,8.63,0.09,0.31,0.06,32.8,26.86666667,Good,2020,5,Summer
aizawl,5/11/2020,25.43,32.04,8.91,0.78,0.4,12.05,29.72,42.38333333,Good,2020,5,Summer
aizawl,5/12/2020,28.08,33.94,8.91,0.47,0.42,0.22,30.01,46.8,Good,2020,5,Summer
aizawl,5/13/2020,22.47,27.8,8.39,0.66,0.36,2.07,20.62,37.45,Good,2020,5,Summer
aizawl,5/14/2020,20.87,25.09,9.12,0.67,0.33,10.5,24.14,34.78333333,Good,2020,5,Summer
aizawl,5/15/2020,14.4,19.45,9.07,0.37,0.3,0.06,22.89,24,Good,2020,5,Summer
aizawl,5/16/2020,8.19,12.65,9.19,0.31,0.27,2.176896552,22.68,13.65,Good,2020,5,Summer
aizawl,5/17/2020,12.43,18.22,9.89,0.12,0.23,0.04,26.01,20.71666667,Good,2020,5,Summer
aizawl,5/18/2020,17.98,25.59,10.05,0.6,0.38,4.03,29.06,29.96666667,Good,2020,5,Summer
aizawl,5/19/2020,18.04,24.13,9.8,0.53,0.35,1.28,24.43,30.06666667,Good,2020,5,Summer
aizawl,5/20/2020,6.91,10.27,9.83,0.54,0.32,0.22,17.65,16,Good,2020,5,Summer
aizawl,5/21/2020,9.16,15.34,10.13,0.37,0.21,2.98,13.1,15.34,Good,2020,5,Summer
aizawl,5/22/2020,13.88,18.91,9.94,0.37,0.25,1.24,11.39,23.13333333,Good,2020,5,Summer
aizawl,5/23/2020,16.78,22.55,10.93,0.29,0.25,0.4,16.34,27.96666667,Good,2020,5,Summer
aizawl,5/24/2020,13.25,19.16,11.21,0.09,0.19,0.89,15.88,22.08333333,Good,2020,5,Summer
aizawl,5/25/2020,9.48,14.79,11.16,0.32,0.2,1.55,14.23,15.8,Good,2020,5,Summer
aizawl,5/26/2020,8.81,13.21,11.06,0.48,0.21,2.32,12.16,14.68333333,Good,2020,5,Summer
aizawl,5/27/2020,1.46,4.18,11.12,0.66,0.21,5.28,16.86,13.9,Good,2020,5,Summer
aizawl,5/28/2020,3.52,9.68,11.94,0.4,0.24,2.91,19.82,14.925,Good,2020,5,Summer
aizawl,5/29/2020,3.43,7.89,11.22,0.55,0.24,3.47,12.55,14.025,Good,2020,5,Summer
aizawl,5/30/2020,3.54,7.24,11.41,0.24,0.22,0.3,12.96,14.2625,Good,2020,5,Summer
aizawl,5/31/2020,3.75,7.88,11.57,0.09,0.17,0.11,12.9,14.4625,Good,2020,5,Summer
aizawl,6/1/2020,4.54,9.22,11.88,0.67,0.22,5.4,12.88,14.85,Good,2020,6,Monsoon
aizawl,6/2/2020,3.91,8.5,12.14,0.23,0.24,2.662083333,13.36,15.175,Good,2020,6,Monsoon
aizawl,6/3/2020,2.51,6.35,12.25,0.33,0.24,2.76,14.43,15.3125,Good,2020,6,Monsoon
aizawl,6/4/2020,2.46,4.6,12.62,0.25,0.19,3.38,16.01,15.775,Good,2020,6,Monsoon
aizawl,6/5/2020,3.01,7.25,13.18,0.86,0.25,3.82,25.16,16.475,Good,2020,6,Monsoon
aizawl,6/6/2020,3.17,6.5,12.75,0.16,0.21,2.662083333,18.8,15.9375,Good,2020,6,Monsoon
aizawl,6/7/2020,5.72,9.914482759,12.19,0.09,0.19,2.662083333,19.27,15.2375,,2020,6,Monsoon
aizawl,6/8/2020,14.61,21.74,13.05,0.89,0.42,1.13,22.65,24.35,Good,2020,6,Monsoon
aizawl,6/9/2020,9.72,12.74,13.51,0.13,0.32,2.662083333,24.67,16.8875,Good,2020,6,Monsoon
aizawl,6/10/2020,2.09,2.95,13.42,0.12,0.22,2.662083333,21.43,16.775,Good,2020,6,Monsoon
aizawl,6/11/2020,3.481724138,6.11,13.57,0.38,0.21,2.41,20.49,16.9625,Good,2020,6,Monsoon
aizawl,6/12/2020,1.12,7.95,11.73,0.32,0.2,3.67,21.52,14.6625,Good,2020,6,Monsoon
aizawl,6/13/2020,1.4,5.9,8.17,0.07,0.17,4.36,22.04,10.2125,Good,2020,6,Monsoon
aizawl,6/14/2020,0.97,4.59,8.82,0.08,0.16,3.78,24.86,11.025,Good,2020,6,Monsoon
aizawl,6/15/2020,1.5,4.98,8.57,0.07,0.17,4.19,24.38,10.7125,Good,2020,6,Monsoon
aizawl,6/16/2020,1.28,6.14,8.58,0.49,0.17,4.86,20.34,10.725,Good,2020,6,Monsoon
aizawl,6/17/2020,1.83,1.79,5.39,0.39,0.16,4.9,19.48,8,Good,2020,6,Monsoon
aizawl,6/18/2020,1.53,9.3,1.89,0.26,0.15,2.24,25.06,9.3,Good,2020,6,Monsoon
aizawl,6/19/2020,5.87,18.68,2.76,0.3,0.21,2.42,35.95,18.68,Good,2020,6,Monsoon
aizawl,6/20/2020,2.3,12.47,2.4,0.09,0.21,2.662083333,34.44,12.47,Good,2020,6,Monsoon
aizawl,6/21/2020,2.53,9.31,2.32,0.06,0.15,0.54,29.96,9.31,Good,2020,6,Monsoon
aizawl,6/22/2020,3.1,13.69,1.91,0.37,0.16,1.9,30.01,13.69,Good,2020,6,Monsoon
aizawl,6/23/2020,3.6,14.39,0.95,0.42,0.06,2.61,25.39,14.39,Good,2020,6,Monsoon
aizawl,6/24/2020,8.71,31.97,1.11,0.14,0.07,1.87,25.76,31.97,Good,2020,6,Monsoon
aizawl,6/25/2020,7.69,28.51,1.01,0.17,0.05,1.72,23.2,28.51,Good,2020,6,Monsoon
aizawl,6/26/2020,1.87,6.86,1.28,0.19,0.04,1.08,22.75,6.86,Good,2020,6,Monsoon
aizawl,6/27/2020,0.17,3.41,1.07,0.08,0.02,1.29,22.14,5.535,Good,2020,6,Monsoon
aizawl,6/28/2020,0.24,1.69,1.42,0.05,0.02,1.39,25.74,6.435,Good,2020,6,Monsoon
aizawl,6/29/2020,0.39,10.18,2.02,0.15,0.12,0.96,28.55,10.18,Good,2020,6,Monsoon
aizawl,6/30/2020,3.13,9.75,2.26,0.1,0.11,1.21,28.69,9.75,Good,2020,6,Monsoon
aizawl,7/1/2020,0.54,11.77,2.3,0.4,0.11,1.13,23.19,11.77,Good,2020,7,Monsoon
aizawl,7/2/2020,1.62,9.37,2.6,0.38,0.11,0.67,27.09,9.37,Good,2020,7,Monsoon
aizawl,7/3/2020,3.13,11.46,2.36,0.12,0.17,0.41,24.41,11.46,Good,2020,7,Monsoon
aizawl,7/4/2020,1.94,5.51,2.53,0.11,0.11,0.63,25.03,6.2575,Good,2020,7,Monsoon
aizawl,7/5/2020,1.813043478,1.46,2.68,0.06,0.03,1.07,24.73,6.1825,Good,2020,7,Monsoon
aizawl,7/6/2020,1.813043478,8.14,3.12,0.13,0.07,1.27,25.85,8.14,Good,2020,7,Monsoon
aizawl,7/7/2020,0.99,11.9,3.5,0.25,0.12,0.95,24.72,11.9,Good,2020,7,Monsoon
aizawl,7/8/2020,0.97,8.35,3.51,0.35,0.1,1.82,22.77,8.35,Good,2020,7,Monsoon
aizawl,7/9/2020,1.94,10.05,3.62,0.19,0.05,1.98,29.64,10.05,Good,2020,7,Monsoon
aizawl,7/10/2020,1.88,4.7,3.57,0.14,0.02,2.07,30.9,7.725,Good,2020,7,Monsoon
aizawl,7/11/2020,0.96,4.03,3.29,0.11,0.02,1.94,30.78,7.695,Good,2020,7,Monsoon
aizawl,7/12/2020,1.813043478,3.44,3.49,0.08,0.01,1.57,34.35,8.5875,Good,2020,7,Monsoon
aizawl,7/13/2020,0.97,8.21,4.01,0.17,0.1,1.16,33.26,8.315,Good,2020,7,Monsoon
aizawl,7/14/2020,1.813043478,12.72,4.35,0.25,0.17,0.76,34.17,12.72,Good,2020,7,Monsoon
aizawl,7/15/2020,1.813043478,11.58,4.9,0.34,0.14,0.91,32.74,11.58,Good,2020,7,Monsoon
aizawl,7/16/2020,2,13.52,4.75,0.82,0.1,1.36,30.6,13.52,Good,2020,7,Monsoon
aizawl,7/17/2020,0.96,11.3,5.12,0.39,0.08,43.66,37.79,43.66,Good,2020,7,Monsoon
aizawl,7/18/2020,1.68,8.98,4.33,0.12,0,3.929310345,25.53,8.98,Good,2020,7,Monsoon
aizawl,7/19/2020,0.94,1.98,4.46,0.07,0,3.929310345,25.09,6.2725,Good,2020,7,Monsoon
aizawl,7/20/2020,1.813043478,5.97,4.58,0.24,0.08,4.32,29.22,7.305,Good,2020,7,Monsoon
aizawl,7/21/2020,0.96,2.62,4.66,0.15,0.17,4.09,25.99,8.5,Good,2020,7,Monsoon
aizawl,7/22/2020,1.22,7.27,4.98,0.2,0.19,4.69,27.31,9.5,Good,2020,7,Monsoon
aizawl,7/23/2020,1.44,11.43,5.29,0.62,0.23,4.54,32.91,11.5,Good,2020,7,Monsoon
aizawl,7/24/2020,1.813043478,13.59,5.85,0.24,0.21,4,37.4,13.59,Good,2020,7,Monsoon
aizawl,7/25/2020,0.86,15.11,5.93,0.16,0.26,3.74,33.62,15.11,Good,2020,7,Monsoon
aizawl,7/26/2020,2.18,8.07,5.95,0.06,0.21,4.05,31.91,10.5,Good,2020,7,Monsoon
aizawl,7/27/2020,4.57,17.34,6.34,0.74,0.25,4.85,40.89,17.34,Good,2020,7,Monsoon
aizawl,7/28/2020,5.7,14.1,6.39,1.18,0.34,4.89,29.25,17,Good,2020,7,Monsoon
aizawl,7/29/2020,0.8,10.84,6.41,0.2,0.21,3.84,37.33,10.84,Good,2020,7,Monsoon
aizawl,7/30/2020,1.813043478,9.95,6.75,0.19,0.22,3.65,34.27,11,Good,2020,7,Monsoon
aizawl,7/31/2020,3.45,14.2,7.2,0.34,0.29,3.93,35.35,14.5,Good,2020,7,Monsoon
aizawl,8/1/2020,1.47,11.52,7.58,0.22,0.31,3.74,35,15.5,Good,2020,8,Monsoon
aizawl,8/2/2020,4.13,10.46,8.4,0.15,0.21,4.29,32.62,10.5,Good,2020,8,Monsoon
aizawl,8/3/2020,6.34,20.15,8.85,0.28,0.38,4,34.82,20.15,Good,2020,8,Monsoon
aizawl,8/4/2020,3.61,17.59,8.33,0.49,0.32,4.67,25.93,17.59,Good,2020,8,Monsoon
aizawl,8/5/2020,3.502307692,12.41,8.71,0.44,0.24,5.17,26.27,12.41,Good,2020,8,Monsoon
aizawl,8/6/2020,3.502307692,12,8.92,0.35,0.27,4.29,27.09,13.5,Good,2020,8,Monsoon
aizawl,8/7/2020,3.502307692,10.3,8.61,1.79,0.22,4.55,113.96,28.49,Moderate,2020,8,Monsoon
aizawl,8/8/2020,3.502307692,9.74,7.57,0.41,0.21,3.89,241.72,61.02653266,Poor,2020,8,Monsoon
aizawl,8/9/2020,3.502307692,5.14,7.93,0.2,0.14,3.88,133.76,33.44,Moderate,2020,8,Monsoon
aizawl,8/10/2020,0.8,9.25,9.1,1.81,0.24,5.45,180.27,45.0675,Moderate,2020,8,Monsoon
aizawl,8/11/2020,3.502307692,3.68,8.66,0.43,0.24,4.79,107.75,26.9375,Moderate,2020,8,Monsoon
aizawl,8/12/2020,3.502307692,9.59,8.71,0.29,0.22,4.65,80.87,20.2175,Satisfactory,2020,8,Monsoon
aizawl,8/13/2020,3.37,14.13,9.35,0.45,0.3,4.01,63.25,15.8125,Satisfactory,2020,8,Monsoon
aizawl,8/14/2020,3.502307692,8.37,9.3,0.26,0.26,4.5,54.54,13.635,Satisfactory,2020,8,Monsoon
aizawl,8/21/2020,1.61,9.18,10.66,0.38,0.16,4.95,35.67,13.325,Good,2020,8,Monsoon
aizawl,8/22/2020,1.7,6.29,10.73,0.13,0.15,4.38,44.39,13.4125,Good,2020,8,Monsoon
aizawl,8/23/2020,3.502307692,5.8,11.39,0.12,0.15,4.22,50.76,14.2375,Satisfactory,2020,8,Monsoon
aizawl,8/24/2020,3.502307692,10.87,11.43,0.37,0.29,4.26,39.21,14.5,Good,2020,8,Monsoon
aizawl,8/25/2020,3.502307692,8.16,12.16,0.26,0.22,4.68,44.6,15.2,Good,2020,8,Monsoon
aizawl,8/26/2020,1,11.45,11.86,0.17,0.22,4.39,43.65,14.825,Good,2020,8,Monsoon
aizawl,8/27/2020,2.22,14.55,11.91,0.16,0.17,4.5,47.01,14.8875,Good,2020,8,Monsoon
aizawl,8/28/2020,4.73,20.48,11.98,0.14,0.19,4.63,42.42,20.48,Good,2020,8,Monsoon
aizawl,8/29/2020,5.88,19.09,12.19,0.09,0.13,4.73,44.25,19.09,Good,2020,8,Monsoon
aizawl,8/31/2020,8.67,22.44,12.79,0.71,0.4,5.04,35.92,22.44,Good,2020,8,Monsoon
aizawl,9/1/2020,3.52,15.4,12.94,0.4,0.33,4.36,42.69,16.5,Good,2020,9,Monsoon
aizawl,9/2/2020,1.97,14.87,13.32,0.24,0.27,4.16,40.66,16.65,Good,2020,9,Monsoon
aizawl,9/3/2020,4.3,15.8,13.84,0.26,0.32,4.08,40.33,17.3,Good,2020,9,Monsoon
aizawl,9/4/2020,5.89,21.12,13.91,0.27,0.39,3.94,33.74,21.12,Good,2020,9,Monsoon
aizawl,9/5/2020,5.85,15.6,13.37,0.12,0.39,3.9,32.62,19.5,Good,2020,9,Monsoon
aizawl,9/7/2020,1.17,12.52,14.6,0.69,0.27,4.47,25.94,18.25,Good,2020,9,Monsoon
aizawl,9/8/2020,3.59,13.85,14.68,0.43,0.28,4.6,30.44,18.35,Good,2020,9,Monsoon
aizawl,9/9/2020,6.04,16.04,14.73,0.25,0.32,4.34,34.07,18.4125,Good,2020,9,Monsoon
aizawl,9/10/2020,2.43,5.24,14.66,0.26,0.24,4.61,33.87,18.325,Good,2020,9,Monsoon
aizawl,9/11/2020,1,3.39,14.98,0.13,0.15,4.3,35.59,18.725,Good,2020,9,Monsoon
aizawl,9/12/2020,3.093333333,3.51,15.18,0.12,0.15,4.07,32.65,18.975,Good,2020,9,Monsoon
aizawl,9/13/2020,3.093333333,2.16,15.4,0.1,0.14,3.95,34.05,19.25,Good,2020,9,Monsoon
aizawl,9/14/2020,3.093333333,3.17,15.67,0.13,0.14,4.21,34.04,19.5875,Good,2020,9,Monsoon
aizawl,9/15/2020,3.093333333,3.28,15.88,0.14,0.14,4.44,32.65,19.85,Good,2020,9,Monsoon
aizawl,9/16/2020,3.093333333,2.74,16.2,0.16,0.16,4.44,33.65,20.25,Good,2020,9,Monsoon
aizawl,9/17/2020,4,3.91,16.46,0.14,0.16,4.18,32.43,20.575,Good,2020,9,Monsoon
aizawl,9/18/2020,5.69,9.92,16.87,0.14,0.22,4.19,35.27,21.0875,Good,2020,9,Monsoon
aizawl,9/19/2020,3.093333333,9.63,17.75,0.14,0.21,4.65,31.2,22.1875,Good,2020,9,Monsoon
aizawl,9/20/2020,1.5,4.93,17.56,0.11,0.18,5.41,23.05,21.95,Good,2020,9,Monsoon
aizawl,9/21/2020,2.29,12.22,17.34,0.24,0.29,4.53,24.76,21.675,Good,2020,9,Monsoon
aizawl,9/22/2020,3.093333333,3.61,17.54,0.21,0.19,5.1,32.89,21.925,Good,2020,9,Monsoon
aizawl,9/23/2020,3.093333333,4.41,17.43,0.2,0.15,4.96,33.83,21.7875,Good,2020,9,Monsoon
aizawl,9/24/2020,3.093333333,8.54,17.79,0.16,0.16,4.89,37.07,22.2375,Good,2020,9,Monsoon
aizawl,9/25/2020,0.83,5.54,17.72,0.48,0.18,5.48,24.6,22.15,Good,2020,9,Monsoon
aizawl,9/26/2020,3.093333333,12.68,18.16,0.15,0.16,5.11,31.52,22.7,Good,2020,9,Monsoon
aizawl,9/27/2020,1.23,6.19,18.15,0.08,0.14,4.57,29.98,22.6875,Good,2020,9,Monsoon
aizawl,9/28/2020,1.23,12.97,18.58,0.23,0.29,4.2,29.89,23.225,Good,2020,9,Monsoon
aizawl,9/29/2020,3.15,14.76,19.07,0.22,0.33,4.08,30.69,23.8375,Good,2020,9,Monsoon
aizawl,9/30/2020,3.093333333,9.87,19.43,0.27,0.27,4.31,31.65,24.2875,Good,2020,9,Monsoon
aizawl,10/1/2020,1.13,12.61,19.5,0.47,0.29,4.43,30.78,24.375,Good,2020,10,Post-Monsoon
aizawl,10/2/2020,1.13,9.34,19.54,0.19,0.26,4.22,31.06,24.425,Good,2020,10,Post-Monsoon
aizawl,10/3/2020,1.13,2.37,19.02,0.11,0.23,4.24,30.84,23.775,Good,2020,10,Post-Monsoon
aizawl,11/9/2020,5,18.64,24.17,0.27,0.36,4.35,20.63571429,30.2125,Good,2020,11,Post-Monsoon
aizawl,11/10/2020,2.44,14.29,13.02,0.47,0.26,5.45,20.63571429,16.275,Good,2020,11,Post-Monsoon
aizawl,11/11/2020,5.56,17.56,1.85,0.63,0.28,5.23,20.63571429,17.56,Good,2020,11,Post-Monsoon
aizawl,11/12/2020,6.21,19.53,2.29,0.37,0.33,2.69,20.63571429,19.53,Good,2020,11,Post-Monsoon
aizawl,11/13/2020,4.34,17.69,2.25,0.46,0.29,0.92,20.63571429,17.69,Good,2020,11,Post-Monsoon
aizawl,11/14/2020,2.48,6.83,1.42,0.16,0.26,0.48,20.63571429,13,Good,2020,11,Post-Monsoon
aizawl,11/16/2020,2.11,12.12,3.96,0.84,0.24,2.43,20.63571429,12.12,Good,2020,11,Post-Monsoon
aizawl,11/17/2020,26.14,50.04,2.66,0.8,0.35,2.92,20.63571429,43.56666667,Satisfactory,2020,11,Post-Monsoon
aizawl,11/18/2020,22.83,46.59,3.36,0.63,0.33,1.92,20.63571429,46.59,Good,2020,11,Post-Monsoon
aizawl,11/19/2020,28.97,59.28,4.09,0.56,0.37,1.5,20.63571429,59.28,Satisfactory,2020,11,Post-Monsoon
aizawl,11/20/2020,37.09,64.47,3.84,0.67,0.38,1.88,20.63571429,64.47,Satisfactory,2020,11,Post-Monsoon
aizawl,11/21/2020,27.28,46.68,4.06,0.59,0.31,1.84,20.63571429,46.68,Good,2020,11,Post-Monsoon
aizawl,11/22/2020,32.67,47.71,3.68,0.15,0.26,1.63,20.63571429,53.82172414,Good,2020,11,Post-Monsoon
aizawl,11/23/2020,22.84,40.66,4.32,0.54,0.32,1.33,20.63571429,40.66,Good,2020,11,Post-Monsoon
aizawl,11/24/2020,5.94,13.27,4.47,0.7,0.22,2.09,18.26,13.27,Good,2020,11,Post-Monsoon
aizawl,11/25/2020,3.51,14.07,4.81,0.61,0.19,2.89,22.88,14.07,Good,2020,11,Post-Monsoon
aizawl,11/26/2020,2.23,12.78,4.81,0.3,0.23,1.46,20.21,12.78,Good,2020,11,Post-Monsoon
aizawl,11/27/2020,4.08,16.02,3.38,0.73,0.23,2.52,20.37,16.02,Good,2020,11,Post-Monsoon
aizawl,11/28/2020,4.37,18.27,1.57,0.32,0.27,0.03,17.27,18.27,Good,2020,11,Post-Monsoon
aizawl,11/29/2020,2.3,10.52,2.08,0.1,0.2,0.03,21.39,10.52,Good,2020,11,Post-Monsoon
aizawl,11/30/2020,3.25,16.63,1.87,0.25,0.23,0.92,24.07,16.63,Good,2020,11,Post-Monsoon
aizawl,12/1/2020,2.74,14.36,2.03,0.63,0.26,1.24,18.46,14.36,Good,2020,12,Winter
aizawl,12/2/2020,2.54,11.6,1.98,0.37,0.24,0.71,18.71,12,Good,2020,12,Winter
aizawl,12/3/2020,2.99,13.35,2.36,0.48,0.26,0.6,18.94,13.35,Good,2020,12,Winter
aizawl,12/4/2020,6.44,20.68,2.31,0.55,0.25,2.21,17.23,20.68,Good,2020,12,Winter
aizawl,12/5/2020,26.9,45.93,2.13,0.45,0.2,1.71,18.95,45.93,Good,2020,12,Winter
aizawl,12/6/2020,63.56,86.23,2.15,0.34,0,1.82,21.62,109.7393103,Satisfactory,2020,12,Winter
aizawl,12/7/2020,79.02,111.31,4.7,1.75,0.3,4.3,20.38,162.5165517,Moderate,2020,12,Winter
aizawl,12/8/2020,73.56,103.1,6.41,1,0.44,3.72,21.38,143.8772414,Moderate,2020,12,Winter
aizawl,12/9/2020,63.53,97.82,6.58,1.29,0.43,5.86,20.38,109.6368966,Satisfactory,2020,12,Winter
aizawl,12/10/2020,40.38,65.67,7.19,0.82,0.37,2.19,21.33,66.84896552,Satisfactory,2020,12,Winter
aizawl,12/11/2020,18.89,33.7,7.59,1.39,0.31,3.19,19.58,33.7,Good,2020,12,Winter
aizawl,12/12/2020,7.76,24.63,7.69,0.41,0.21,1.04,17.57,24.63,Good,2020,12,Winter
aizawl,12/13/2020,8.52,17.14,7.96,0.12,0.15,1.11,16.37,17.14,Good,2020,12,Winter
aizawl,12/14/2020,16.93,36.68,7.44,1.01,0.15,2.61,16.81,36.68,Good,2020,12,Winter
aizawl,12/15/2020,16.1,32.72,8.91,0.99,0.19,3.56,14.97,32.72,Good,2020,12,Winter
aizawl,12/16/2020,15.02,36.07,8.67,1.32,0.34,1.26,16.11,36.07,Good,2020,12,Winter
aizawl,12/17/2020,23.45,44.63,8.67,1.1,0.38,1.6,14.88,44.63,Good,2020,12,Winter
