City,Date,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Computed_AQI,Computed_AQI_Bucket,Year,Month,Season
hyderabad,1/9/2015,56.34903226,95.32933333,8.92,31.6,0.39,34.77,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/10/2015,56.34903226,95.32933333,9.59,32.52,0.43,34.63,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/11/2015,56.34903226,95.32933333,12.53,31.96,0.39,38.74,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/12/2015,56.34903226,95.32933333,8.58,30.2,0.48,20.94,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/13/2015,56.34903226,95.32933333,3.01,23.37,0.72,13.66,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/14/2015,56.34903226,95.32933333,1.77,23.01,0.86,6.14,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/15/2015,56.34903226,95.32933333,2.23,22.18,0.64,9.29,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/16/2015,56.34903226,95.32933333,2.82,19.17,0.47,19.01,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/17/2015,56.34903226,95.32933333,2.65,20.48,0.61,52.25,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/18/2015,56.34903226,95.32933333,2.55,21.93,0.55,7.87,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/19/2015,56.34903226,95.32933333,2.86,21.48,0.51,10.88,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/20/2015,56.34903226,95.32933333,2.63,20.47,0.46,8.66,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/21/2015,56.34903226,95.32933333,2.71,18.09,0.4,5.24,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/22/2015,56.34903226,95.32933333,3.02,19.01,0.43,4.11,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/23/2015,56.34903226,95.32933333,3.37,21.35,0.47,9.41,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/24/2015,56.34903226,95.32933333,2.66,20.44,0.38,30.88,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/25/2015,56.34903226,95.32933333,2.71,19.71,0.36,33.1,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/26/2015,56.34903226,95.32933333,2.69,13.54,0.3,36.99,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/27/2015,56.34903226,95.32933333,2.84,18.54,0.33,36.18,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/28/2015,56.34903226,95.32933333,2.71,19.6,0.36,34.95,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/29/2015,56.34903226,95.32933333,3.19,20.68,0.41,32.16,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/30/2015,56.34903226,95.32933333,3.34,32.1,0.55,25.65,10.32233333,95.32933333,,2015,1,Winter
hyderabad,1/31/2015,56.34903226,95.32933333,5.55,28.57,0.53,31.78,10.32233333,95.32933333,,2015,1,Winter
hyderabad,2/1/2015,56.34903226,95.32933333,5.06,32.65,0.58,23.39,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/2/2015,56.34903226,95.32933333,3.04,23.89,0.4,30.22,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/3/2015,56.34903226,95.32933333,3.65,19.41,0.41,38.1,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/4/2015,56.34903226,95.32933333,4.64,45.9,0.83,24.27,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/5/2015,56.34903226,95.32933333,5.58,41.93,0.78,26.61,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/6/2015,56.34903226,95.32933333,4.75,36.6,0.52,22.69,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/7/2015,56.34903226,95.32933333,3.97,22.94,0.39,29.57,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/8/2015,56.34903226,95.32933333,3.55,15.96,0.32,46.15,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/9/2015,56.34903226,95.32933333,3.67,16.54,0.32,42.7,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/10/2015,56.34903226,95.32933333,3.38,12.77,0.29,39.34,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/11/2015,56.34903226,95.32933333,5.185,27.13192308,0.528076923,32.68461538,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/12/2015,56.34903226,95.32933333,1.67,26.48,0.72,0.02,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/13/2015,56.34903226,95.32933333,2.32,12.59,0.39,0.02,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/14/2015,56.34903226,95.32933333,5.185,27.13192308,0.528076923,32.68461538,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/15/2015,56.34903226,95.32933333,6.52,30.51,0.46,53.2,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/16/2015,56.34903226,95.32933333,10.51,45.49,0.78,38.41,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/17/2015,56.34903226,95.32933333,10.94,52.83,0.78,27.52,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/18/2015,56.34903226,95.32933333,6.74,24.63,1.18,39.42,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/19/2015,56.34903226,95.32933333,7.38,17.3,0.68,37.9,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/20/2015,56.34903226,95.32933333,4.12,18.22,0.33,32.4,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/21/2015,56.34903226,95.32933333,4.87,22.16,0.38,33.24,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/22/2015,56.34903226,95.32933333,9,38.32,0.6,34.47,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/23/2015,56.34903226,95.32933333,6.5,38.21,0.65,33.61,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/24/2015,56.34903226,95.32933333,5.23,29.65,0.49,36.43,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/25/2015,56.34903226,95.32933333,4.03,24.99,0.42,47.29,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/26/2015,56.34903226,95.32933333,3.61,22.9,0.38,42.77,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/27/2015,56.34903226,95.32933333,4.73,19.24,0.33,42.19,10.32233333,95.32933333,,2015,2,Winter
hyderabad,2/28/2015,56.34903226,95.32933333,5.35,13.32,0.32,27.87,10.32233333,95.32933333,,2015,2,Winter
hyderabad,3/1/2015,47.03,111.5559857,4.25,10.93,0.32,27.31,45.14441136,108.0137086,,2015,3,Summer
hyderabad,3/2/2015,47.03,122.1784004,3.22,17.6,0.68,13.53,29.48067524,115.0715546,,2015,3,Summer
hyderabad,3/3/2015,47.03,124.4864069,3.09,18.14,0.34,16.42,29.86497762,116.6050623,,2015,3,Summer
hyderabad,3/4/2015,47.03,88.02870025,7.88,17.44,0.28,50.26,34.07042667,88.02870025,,2015,3,Summer
hyderabad,3/5/2015,47.03,97.22245656,5,20.67,0.35,36.44,22.57731548,97.22245656,,2015,3,Summer
hyderabad,3/6/2015,47.03,124.2216895,3.4,14.68,0.3,18.77,30.92381945,116.4291763,,2015,3,Summer
hyderabad,3/7/2015,47.03,121.3188496,3.45,19.36,0.38,19.66,28.47255429,114.5004437,,2015,3,Summer
hyderabad,3/8/2015,47.03,121.2158617,3.04,16.46,0.37,20.61,29.68098095,114.4320155,,2015,3,Summer
hyderabad,3/9/2015,47.03,98.79248589,7.71,29.46,0.57,30.14,20.64120148,98.79248589,,2015,3,Summer
hyderabad,3/10/2015,47.03,118.4182686,5.27,26.4,0.57,23.21,18.08659947,112.573212,,2015,3,Summer
hyderabad,3/11/2015,47.03,102.4209832,4.64,30.79,0.5,30.03,19.60013481,101.9441432,,2015,3,Summer
hyderabad,3/12/2015,47.03,96.13001822,4.63,25.33,0.44,33.62,21.41913741,96.13001822,,2015,3,Summer
hyderabad,3/13/2015,47.03,95.0808255,3.99,23.86,0.44,37.32,20.40216074,95.0808255,,2015,3,Summer
hyderabad,3/14/2015,47.03,98.03952932,3.78,16.89,0.32,36.86,24.62501667,98.03952932,,2015,3,Summer
hyderabad,3/15/2015,47.03,114.373441,2.82,11.37,0.31,31.17,35.80541612,109.8857091,,2015,3,Summer
hyderabad,3/16/2015,47.03,117.2023529,3.6,13.34,0.3,29.12,29.34284128,111.7653217,,2015,3,Summer
hyderabad,3/17/2015,47.03,97.19685041,6.11,18.99,0.37,42.96,22.15331827,97.19685041,,2015,3,Summer
hyderabad,3/18/2015,47.03,94.14064323,5.43,18.97,0.35,45.65,19.37460493,94.14064323,,2015,3,Summer
hyderabad,3/19/2015,47.03,95.31778707,5.53,19.97,0.37,45.79,21.0494616,95.31778707,,2015,3,Summer
hyderabad,3/20/2015,47.03,91.3306426,5.4,26.43,0.48,38.92,20.38967697,91.3306426,,2015,3,Summer
hyderabad,3/21/2015,47.03,89.4967786,6.77,27.4,0.54,39.58,20.6568663,89.4967786,,2015,3,Summer
hyderabad,3/22/2015,47.03,84.91458158,7.84,25.69,0.55,57.61,22.81162074,84.91458158,,2015,3,Summer
hyderabad,3/23/2015,47.03,116.495526,11.44,45.32,0.84,43.38,22.80051407,111.295685,,2015,3,Summer
hyderabad,3/24/2015,47.03,111.0711219,13.97,41.95,1.15,42.09,20.77037148,107.6915508,,2015,3,Summer
hyderabad,3/25/2015,47.03,98.95657175,7.92,32.15,0.62,34.4,22.65070037,98.95657175,,2015,3,Summer
hyderabad,3/26/2015,47.03,97.94609341,4.84,13.56,0.69,34.21,27.972567,97.94609341,,2015,3,Summer
hyderabad,3/27/2015,47.03,101.3034058,3.13,13.92,0.75,33.4,32.00831762,101.2015918,,2015,3,Summer
hyderabad,3/28/2015,47.03,91.08046667,8.71,18.56,0.74,40.43,19.77450667,91.08046667,,2015,3,Summer
hyderabad,3/29/2015,47.03,108.5331301,7.47,14.74,0.76,29.92,27.62534667,106.0052341,,2015,3,Summer
hyderabad,3/30/2015,47.03,106.8809058,8.49,13.84,0.71,24.06,25.40349356,104.9074475,,2015,3,Summer
hyderabad,3/31/2015,47.03,94.96468242,13.2,16.94,0.81,25.13,21.11070548,94.96468242,Moderate,2015,3,Summer
hyderabad,4/1/2015,40.62,82.78697696,7.89,13.18,0.81,34.19,17.73208092,82.78697696,Moderate,2015,4,Summer
hyderabad,4/2/2015,56.63730769,101.0860843,7.94,14.34,0.85,31.97,42.02937178,101.0571969,,2015,4,Summer
hyderabad,4/3/2015,56.63730769,116.2001387,10.31,22.86,1.07,36.15,28.41552178,111.099421,,2015,4,Summer
hyderabad,4/4/2015,56.63730769,110.8836549,11.02,19.62,0.96,37.02,29.32547362,107.5669922,,2015,4,Summer
hyderabad,4/5/2015,50.87,105.3146559,13.35,20.91,0.99,38.52,28.88573619,103.8667848,,2015,4,Summer
hyderabad,4/6/2015,83,148.6404218,8.89,12.91,0.89,33.67,24.98769788,176.1034483,Moderate,2015,4,Summer
hyderabad,4/7/2015,112.21,226.4333062,11.21,17.06,1.05,30.68,24.78589571,273.4065517,Moderate,2015,4,Summer
hyderabad,4/8/2015,38.67,85.28141152,7.58,9.28,0.73,23.53,16.70199541,85.28141152,Moderate,2015,4,Summer
hyderabad,4/9/2015,33.88,88.56879541,8.28,13.18,0.8,21.58,17.73097864,88.56879541,Moderate,2015,4,Summer
hyderabad,4/10/2015,30.88,78.72096786,8.46,12.34,0.76,22.8,21.58714198,78.72096786,Moderate,2015,4,Summer
hyderabad,4/11/2015,42.88,91.17206282,8.13,17.22,0.87,32.93,18.73769851,91.17206282,Moderate,2015,4,Summer
hyderabad,4/12/2015,26.38,67.34513424,2.93,8.78,1.41,32.86,36.67987766,67.87777778,Moderate,2015,4,Summer
hyderabad,4/13/2015,56.39,102.6978727,13.04,13.36,1.13,40.11,30.63876021,102.1281168,Moderate,2015,4,Summer
hyderabad,4/14/2015,158.32,298.6777504,8.23,20.35,0.95,40.52,32.34973311,329.6409302,Very Poor,2015,4,Summer
hyderabad,4/15/2015,44.79,100.3221772,7.6,15.29,0.8,30.83,19.92163,74.30034483,Moderate,2015,4,Summer
hyderabad,4/16/2015,30.21,80.12422008,8.08,12.22,0.76,33.59,20.14419462,80.12422008,Moderate,2015,4,Summer
hyderabad,4/17/2015,39.04,84.22840535,9.56,15.82,0.84,39.94,16.5400769,84.22840535,Moderate,2015,4,Summer
hyderabad,4/18/2015,76,131.5547759,11.04,33.56,1.3,35.28,24.78169741,152.2068966,Moderate,2015,4,Summer
hyderabad,4/19/2015,54.25,94.67689013,8.83,21.04,1,41.52,39.92425598,94.67689013,Moderate,2015,4,Summer
hyderabad,4/20/2015,41.38,89.87089895,8.48,15.76,0.86,32.44,18.823977,89.87089895,Moderate,2015,4,Summer
hyderabad,4/21/2015,75.08,131.7124516,9.56,15.17,0.81,29.91,24.55897726,149.0662069,Moderate,2015,4,Summer
hyderabad,4/22/2015,39.71,93.52969515,8.24,18.78,1.02,23.51,17.41707517,93.52969515,Moderate,2015,4,Summer
hyderabad,4/23/2015,87.54,164.4407908,5.43,17.45,1.14,37.94,16.28141352,191.602069,Moderate,2015,4,Summer
hyderabad,4/24/2015,39.38,80.73221108,9.61,12.68,0.76,42.52,18.39282713,80.73221108,Moderate,2015,4,Summer
hyderabad,4/25/2015,35.61,99.03131154,3.43,7.42,0.81,51.44,51.93091429,99.03131154,Moderate,2015,4,Summer
hyderabad,4/26/2015,56.63730769,105.653052,9.15137931,16.74551724,0.924827586,35.37965517,30.93786821,104.0916252,Satisfactory,2015,4,Summer
hyderabad,4/27/2015,40.78,105.0534621,15.72,28.32,0.89,39.31,22.65908741,103.6932399,Satisfactory,2015,4,Summer
hyderabad,4/28/2015,46.62,96.49475994,9.63,18.93,0.83,39.74,20.22623074,96.49475994,Moderate,2015,4,Summer
hyderabad,4/29/2015,94.29,210.578815,10.58,18.65,0.72,38.94,26.6111231,212.2313793,Moderate,2015,4,Summer
hyderabad,4/30/2015,53.79,98.74058629,12.34,19.14,1.01,52.57,34.16058115,98.74058629,Moderate,2015,4,Summer
hyderabad,5/1/2015,89.62,155.182108,13.38,29.62,1.41,38.94,53.41417097,198.7027586,Poor,2015,5,Summer
hyderabad,5/2/2015,49.38,79.12862206,8.54,14.38,0.75,48.14,35.66759516,82.05586207,Moderate,2015,5,Summer
hyderabad,5/3/2015,38.96,75.43226565,8.33,13.74,0.69,46.87,18.80775207,75.43226565,Moderate,2015,5,Summer
hyderabad,5/4/2015,45,92.90714113,9.03,17.31,0.74,42.93,26.75335582,92.90714113,Moderate,2015,5,Summer
hyderabad,5/5/2015,42.62,88.97467391,9.62,15.34,0.76,50.1,23.86326517,88.97467391,Moderate,2015,5,Summer
hyderabad,5/6/2015,43.29,90.4640904,13.7,18.21,1.52,51.13,21.60798517,90.4640904,Moderate,2015,5,Summer
hyderabad,5/7/2015,40.12,101.2019504,9,18.06,1.83,32.89,21.10425517,101.1341818,Moderate,2015,5,Summer
hyderabad,5/8/2015,56.88,139.2113166,10.17,26.23,0.88,39.26,37.76956488,126.3887271,Moderate,2015,5,Summer
hyderabad,5/9/2015,62.38,104.8933658,8.96,22.78,0.89,43.05,42.01502931,105.7110345,Moderate,2015,5,Summer
hyderabad,5/10/2015,54.08,98.04459788,9.57,16.65,0.73,42.66,42.75088806,98.04459788,Moderate,2015,5,Summer
hyderabad,5/11/2015,67.08,121.4226643,9.43,21.67,0.89,28.16,47.68236333,121.7558621,Moderate,2015,5,Summer
hyderabad,5/12/2015,40.88,81.49981523,8.13,13.54,0.65,33,19.27779874,81.49981523,Moderate,2015,5,Summer
hyderabad,5/13/2015,83.21,135.5021265,8.06,21.74,0.76,19.97,32.83010667,176.8203448,Moderate,2015,5,Summer
hyderabad,5/14/2015,40.58,90.67142819,7.7,8.42,0.85,22.67,8.601738747,90.67142819,Moderate,2015,5,Summer
hyderabad,5/15/2015,36.5,74.40140682,8.17,8.52,0.86,16.09,19.88745541,74.40140682,Moderate,2015,5,Summer
hyderabad,5/16/2015,41.67,109.618767,8.54,11.99,0.99,20.62,22.20411517,106.7265633,Moderate,2015,5,Summer
hyderabad,5/17/2015,32.75,75.4634353,8.38,9.74,0.73,33.49,20.07295541,75.4634353,Moderate,2015,5,Summer
hyderabad,5/18/2015,42.96,95.1877286,10.08,13.2,1.01,40.72,22.30900207,95.1877286,Moderate,2015,5,Summer
hyderabad,5/19/2015,60.79,113.981402,10.98,18.36,1.33,39.48,43.63302908,109.6252268,Moderate,2015,5,Summer
hyderabad,5/20/2015,53.67,104.3670363,10.65,16.05,1.23,36.86,41.99397771,103.2371583,Moderate,2015,5,Summer
hyderabad,5/21/2015,68.96,120.2493179,12.39,20.16,1.73,45.08,48.84482,128.1737931,Moderate,2015,5,Summer
hyderabad,5/22/2015,66.38,115.6734837,11.44,18.99,1.4,36.66,45.23886786,119.3662069,Moderate,2015,5,Summer
hyderabad,5/23/2015,43.29,98.10762673,10.57,13.27,0.67,39.2,24.11999851,98.10762673,Moderate,2015,5,Summer
hyderabad,5/24/2015,44.79,101.7627103,11.55,13.64,0.72,29.71,26.26372421,101.5067672,Moderate,2015,5,Summer
hyderabad,5/25/2015,41.21,88.81265305,9.15,11.5,0.9,29.88,21.99846093,88.81265305,Moderate,2015,5,Summer
hyderabad,5/26/2015,54.12,111.7575006,11.79,15.75,0.88,32.89,43.14755264,108.1476011,Moderate,2015,5,Summer
hyderabad,5/27/2015,60.5,115.147902,11.62,12.31,1.21,39.2,40.75240438,110.4002839,Moderate,2015,5,Summer
hyderabad,5/28/2015,45.38,100.2391058,7.26,10.4,0.23,44.57,11.92017069,75.29724138,Satisfactory,2015,5,Summer
hyderabad,5/29/2015,49.54,99.83186079,9.52,15.76,0.79,44.58,36.5919785,99.83186079,Moderate,2015,5,Summer
hyderabad,5/30/2015,48.12,93.52339048,9.16,11.3,0.79,46.28,39.4243269,93.52339048,Moderate,2015,5,Summer
hyderabad,5/31/2015,53.42,106.5487029,9.25,13.81,0.8,50.6,49.1284408,104.6867221,Moderate,2015,5,Summer
hyderabad,6/1/2015,237.79,43.74538462,8.05,9.84,0.78,48.34,23.222,390.6295349,Moderate,2015,6,Monsoon
hyderabad,6/2/2015,539.13,43.74538462,9.1,8.57,0.73,37.95,23.222,43.74538462,Severe,2015,6,Monsoon
hyderabad,6/3/2015,49.54,43.74538462,9.06,14.49,0.88,42.6,23.222,82.3262069,Poor,2015,6,Monsoon
hyderabad,6/4/2015,50.58,43.74538462,8.57,11.94,0.81,49.06,23.222,84.08344828,Moderate,2015,6,Monsoon
hyderabad,6/5/2015,43.62,43.74538462,8.09,14.44,0.82,43.08,23.222,72.32344828,Moderate,2015,6,Monsoon
hyderabad,6/6/2015,83.88,43.74538462,8.31,15.72,0.85,41.62,23.222,179.1075862,Moderate,2015,6,Monsoon
hyderabad,6/7/2015,43.12,43.74538462,7.65,20.71,1.14,22.47,23.222,71.47862069,Moderate,2015,6,Monsoon
hyderabad,6/8/2015,30.71,43.74538462,7.8,11.84,0.75,23.72,23.222,43.74538462,Moderate,2015,6,Monsoon
hyderabad,6/9/2015,25.79,43.74538462,8.76,12.17,0.72,18.8,23.222,43.74538462,Satisfactory,2015,6,Monsoon
hyderabad,6/10/2015,25.58,43.74538462,8.8,14.21,0.76,24.68,23.222,43.74538462,Satisfactory,2015,6,Monsoon
hyderabad,6/11/2015,26,43.74538462,8.78,13.23,0.69,24.27,23.222,43.74538462,Moderate,2015,6,Monsoon
hyderabad,6/12/2015,24.88,43.74538462,8.43,11.33,0.75,20.85,23.222,43.74538462,Satisfactory,2015,6,Monsoon
hyderabad,6/13/2015,29.33,43.74538462,8.22,12.49,0.94,16.93,23.222,48.88333333,Moderate,2015,6,Monsoon
hyderabad,6/14/2015,87.21,43.74538462,4.05,9.67,1.14,9.61,23.222,190.4755172,Moderate,2015,6,Monsoon
hyderabad,6/15/2015,25.07,43.74538462,7.58,6.58,0.64,15.04,23.222,43.74538462,Moderate,2015,6,Monsoon
hyderabad,6/16/2015,31,43.74538462,8.3,8.18,0.67,15.78,23.222,51,Satisfactory,2015,6,Monsoon
hyderabad,6/17/2015,26.38,43.74538462,8.08,8.22,0.68,15.3,23.222,43.96666667,Satisfactory,2015,6,Monsoon
hyderabad,6/18/2015,23.83,43.74538462,8.19,6.55,0.62,15.7,23.222,43.74538462,Satisfactory,2015,6,Monsoon
hyderabad,6/19/2015,26.92,43.74538462,8.71,8.71,0.63,17.3,23.222,44.86666667,Satisfactory,2015,6,Monsoon
hyderabad,6/20/2015,26.82,43.74538462,9.14,8.36,0.64,15.62,23.222,44.7,Satisfactory,2015,6,Monsoon
hyderabad,6/21/2015,23.67,43.74538462,7.84,7.91,0.73,9.46,23.222,43.74538462,Satisfactory,2015,6,Monsoon
hyderabad,6/22/2015,66.78,43.74538462,7.71,5.87,0.67,15.55,23.222,120.7317241,Moderate,2015,6,Monsoon
hyderabad,6/23/2015,14.75,43.74538462,7.75,4.18,0.62,15.72,23.222,43.74538462,Moderate,2015,6,Monsoon
hyderabad,6/24/2015,467.67,43.74538462,7.04,4.07,0.62,16.44,23.222,43.74538462,Very Poor,2015,6,Monsoon
hyderabad,6/25/2015,22.75,43.74538462,7.86,4.24,0.61,16.51,23.222,43.74538462,Very Poor,2015,6,Monsoon
hyderabad,6/26/2015,33.29,43.74538462,8.38,7.34,0.63,15.3,23.222,54.86931034,Satisfactory,2015,6,Monsoon
hyderabad,6/27/2015,39.62,43.74538462,8.32,9.26,0.66,15.64,23.222,65.56482759,Moderate,2015,6,Monsoon
hyderabad,6/28/2015,35.88,43.74538462,8.49,10.35,0.89,21.59,23.222,59.24551724,Moderate,2015,6,Monsoon
hyderabad,6/29/2015,45.88,43.74538462,8.53,18.72,1.3,12.32,23.222,76.14206897,Moderate,2015,6,Monsoon
hyderabad,6/30/2015,35.54,43.74538462,8.21,12.07,0.79,16.23,23.222,58.67103448,Moderate,2015,6,Monsoon
hyderabad,7/1/2015,26.29,43.74538462,8.61,5.89,0.62,21.08,23.222,43.81666667,Satisfactory,2015,7,Monsoon
hyderabad,7/2/2015,29.67,43.74538462,9.31,10.41,0.76,15.48,23.222,49.45,Satisfactory,2015,7,Monsoon
hyderabad,7/3/2015,37,43.74538462,7.3,9.01,0.72,23.39,23.222,61.13793103,Moderate,2015,7,Monsoon
hyderabad,7/4/2015,34.92,43.74538462,9.5,8.77,0.65,24.33,23.222,57.62344828,Moderate,2015,7,Monsoon
hyderabad,7/5/2015,29.54,43.74538462,8.88,5.22,0.58,22.7,23.222,49.23333333,Moderate,2015,7,Monsoon
hyderabad,7/6/2015,27.42,43.74538462,2.66,5.97,0.58,20.65,23.222,45.7,Satisfactory,2015,7,Monsoon
hyderabad,7/7/2015,31.38,43.74538462,6.79,6.78,0.58,14.79,23.222,51.64206897,Satisfactory,2015,7,Monsoon
hyderabad,7/8/2015,26.5,43.74538462,6.63,5.32,0.6,14.69,23.222,44.16666667,Satisfactory,2015,7,Monsoon
hyderabad,7/9/2015,24.42,43.74538462,6.99,4.88,0.59,16.3,23.222,43.74538462,Satisfactory,2015,7,Monsoon
hyderabad,7/10/2015,24.97,43.74538462,9,4.45,0.58,17.02,23.222,43.74538462,Satisfactory,2015,7,Monsoon
hyderabad,7/11/2015,24.71,43.74538462,8.24,5.87,0.64,16.06,23.222,43.74538462,Satisfactory,2015,7,Monsoon
hyderabad,7/12/2015,32.54,43.74538462,9.07,7.14,0.79,17.01,23.222,53.60206897,Satisfactory,2015,7,Monsoon
hyderabad,7/13/2015,32.46,43.74538462,8.3,6.24,0.64,20.17,23.222,53.46689655,Moderate,2015,7,Monsoon
hyderabad,7/14/2015,36.08,43.74538462,8.44,8.45,0.73,17.43,23.222,59.58344828,Moderate,2015,7,Monsoon
hyderabad,7/15/2015,30.78,43.74538462,7.24,7.49,0.87,13.39,23.222,43.74538462,Moderate,2015,7,Monsoon
hyderabad,7/16/2015,31.94,43.74538462,2.65,8.43,2.23,14.15,23.222,102.6291139,Moderate,2015,7,Monsoon
hyderabad,7/17/2015,23.75,43.74538462,2.65,6.3,0.25,11.07,23.222,43.74538462,Satisfactory,2015,7,Monsoon
hyderabad,7/18/2015,23.04,43.74538462,2.89,5.28,0.24,10.84,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/19/2015,24.17,43.74538462,3.23,5.33,0.22,9.41,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/20/2015,25.12,43.74538462,3.52,5.65,0.24,11.09,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/21/2015,25.77,43.74538462,2.81,7.09,0.26,9.13,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/22/2015,24.78,43.74538462,3.08,7,0.27,9.71,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/23/2015,22.92,43.74538462,3.19,7.27,0.32,13.11,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/24/2015,20.52,43.74538462,3.58,5.95,0.29,14.19,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/25/2015,20.58,43.74538462,3.49,5.33,0.24,15.79,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/26/2015,24.08,43.74538462,3.88,5.95,0.26,12.82,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/27/2015,22.61,43.74538462,7.92,5.5,0.61,16.21,23.222,43.74538462,Satisfactory,2015,7,Monsoon
hyderabad,7/28/2015,24.46,43.74538462,4,5.82,0.22,13.88,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/29/2015,28.17,43.74538462,5.13,7.71,0.22,12.75,23.222,46.95,Good,2015,7,Monsoon
hyderabad,7/30/2015,19.83,43.74538462,9.01,8.28,0.21,13.68,23.222,43.74538462,Good,2015,7,Monsoon
hyderabad,7/31/2015,19.33,43.74538462,8.17,8.52,0.77,16.41,23.222,43.74538462,Moderate,2015,7,Monsoon
hyderabad,8/1/2015,21.46,43.74538462,8.75,8.91,0.68,19.35,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/2/2015,28.96,43.74538462,9.04,9.68,0.65,23.61,23.222,48.26666667,Satisfactory,2015,8,Monsoon
hyderabad,8/3/2015,23.04,43.74538462,8.65,8.62,0.64,19.85,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/4/2015,26.33,43.74538462,8.85,9.38,0.65,16.03,23.222,43.88333333,Satisfactory,2015,8,Monsoon
hyderabad,8/5/2015,21.56,43.74538462,7.15,8.86,0.66,17.39,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/6/2015,24.75,43.74538462,6.62,10.77,0.68,10.13,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/7/2015,24.82,43.74538462,6.46,10.82,0.67,14.44,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/8/2015,25.79,43.74538462,6.9,10.57,0.67,13.17,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/9/2015,25.79,43.74538462,7.15,10.61,0.68,11.26,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/10/2015,24.96,43.74538462,7.44,10.62,0.69,13.77,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/11/2015,22,43.74538462,6.6,10.29,0.7,11.77,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/12/2015,17.79,43.74538462,6.52,8.7,0.65,11.51,23.222,43.74538462,Satisfactory,2015,8,Monsoon
hyderabad,8/13/2015,26.18,43.74538462,6.44,9.68,0.66,12.1,23.222,43.74538462,Satisfactory,2015,8,Monsoon
